location_id,location_name,year_id,estimate_type,indicator_id,indicator_short,ihme_indicator_description,indicator_outline,indicator_unit,target_description,goal_description,scaled_value,scaled_lower,scaled_upper
24,Marshall Islands,2017,past,1064,Child Sex Abuse,Indicator 16.2.3: Age-standardised prevalence of women and men aged 18-29 years who experienced sexual violence by age 18 (%),16.2.3,Scaled/Normalized value ranging from 0-100,"End abuse, exploitations, trafficking and all forms of violence against and torture of children.","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable, and inclusive institutions at all levels.",3.8,0.0,16.5
25,Federated States of Micronesia,2017,past,1064,Child Sex Abuse,Indicator 16.2.3: Age-standardised prevalence of women and men aged 18-29 years who experienced sexual violence by age 18 (%),16.2.3,Scaled/Normalized value ranging from 0-100,"End abuse, exploitations, trafficking and all forms of violence against and torture of children.","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable, and inclusive institutions at all levels.",4.1,0.0,16.6
26,Papua New Guinea,2017,past,1064,Child Sex Abuse,Indicator 16.2.3: Age-standardised prevalence of women and men aged 18-29 years who experienced sexual violence by age 18 (%),16.2.3,Scaled/Normalized value ranging from 0-100,"End abuse, exploitations, trafficking and all forms of violence against and torture of children.","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable, and inclusive institutions at all levels.",3.7,0.0,16.7
27,Samoa,2017,past,1064,Child Sex Abuse,Indicator 16.2.3: Age-standardised prevalence of women and men aged 18-29 years who experienced sexual violence by age 18 (%),16.2.3,Scaled/Normalized value ranging from 0-100,"End abuse, exploitations, trafficking and all forms of violence against and torture of children.","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable, and inclusive institutions at all levels.",3.9,0.0,16.4
28,Solomon Islands,2017,past,1064,Child Sex Abuse,Indicator 16.2.3: Age-standardised prevalence of women and men aged 18-29 years who experienced sexual violence by age 18 (%),16.2.3,Scaled/Normalized value ranging from 0-100,"End abuse, exploitations, trafficking and all forms of violence against and torture of children.","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable, and inclusive institutions at all levels.",2.0,0.0,15.4
29,Tonga,2017,past,1064,Child Sex Abuse,Indicator 16.2.3: Age-standardised prevalence of women and men aged 18-29 years who experienced sexual violence by age 18 (%),16.2.3,Scaled/Normalized value ranging from 0-100,"End abuse, exploitations, trafficking and all forms of violence against and torture of children.","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable, and inclusive institutions at all levels.",13.5,5.9,29.0
30,Vanuatu,2017,past,1064,Child Sex Abuse,Indicator 16.2.3: Age-standardised prevalence of women and men aged 18-29 years who experienced sexual violence by age 18 (%),16.2.3,Scaled/Normalized value ranging from 0-100,"End abuse, exploitations, trafficking and all forms of violence against and torture of children.","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable, and inclusive institutions at all levels.",8.5,4.9,19.7
33,Armenia,2017,past,1064,Child Sex Abuse,Indicator 16.2.3: Age-standardised prevalence of women and men aged 18-29 years who experienced sexual violence by age 18 (%),16.2.3,Scaled/Normalized value ranging from 0-100,"End abuse, exploitations, trafficking and all forms of violence against and torture of children.","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable, and inclusive institutions at all levels.",100.0,99.8,100.0
34,Azerbaijan,2017,past,1064,Child Sex Abuse,Indicator 16.2.3: Age-standardised prevalence of women and men aged 18-29 years who experienced sexual violence by age 18 (%),16.2.3,Scaled/Normalized value ranging from 0-100,"End abuse, exploitations, trafficking and all forms of violence against and torture of children.","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable, and inclusive institutions at all levels.",100.0,99.9,100.0
35,Georgia,2017,past,1064,Child Sex Abuse,Indicator 16.2.3: Age-standardised prevalence of women and men aged 18-29 years who experienced sexual violence by age 18 (%),16.2.3,Scaled/Normalized value ranging from 0-100,"End abuse, exploitations, trafficking and all forms of violence against and torture of children.","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable, and inclusive institutions at all levels.",100.0,100.0,100.0
36,Kazakhstan,2017,past,1064,Child Sex Abuse,Indicator 16.2.3: Age-standardised prevalence of women and men aged 18-29 years who experienced sexual violence by age 18 (%),16.2.3,Scaled/Normalized value ranging from 0-100,"End abuse, exploitations, trafficking and all forms of violence against and torture of children.","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable, and inclusive institutions at all levels.",96.0,94.6,97.5
37,Kyrgyzstan,2017,past,1064,Child Sex Abuse,Indicator 16.2.3: Age-standardised prevalence of women and men aged 18-29 years who experienced sexual violence by age 18 (%),16.2.3,Scaled/Normalized value ranging from 0-100,"End abuse, exploitations, trafficking and all forms of violence against and torture of children.","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable, and inclusive institutions at all levels.",100.0,99.9,100.0
38,Mongolia,2017,past,1064,Child Sex Abuse,Indicator 16.2.3: Age-standardised prevalence of women and men aged 18-29 years who experienced sexual violence by age 18 (%),16.2.3,Scaled/Normalized value ranging from 0-100,"End abuse, exploitations, trafficking and all forms of violence against and torture of children.","Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable, and inclusive institutions at all levels.",99.9,99.8,100.0
